Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST5687,146,1,303.65,5,1,1,511,7,Potential
CUST5688,691,1,456.65,1,1,1,111,3,At Risk
CUST5689,624,2,1620.52,1,1,1,111,3,At Risk
CUST5691,117,4,1478.16,5,2,1,521,8,Potential
CUST5692,716,1,38.03,1,1,1,111,3,At Risk
CUST5693,77,2,272.24,5,1,1,511,7,Potential
CUST5694,284,4,2243.83,4,2,1,421,7,Potential
CUST5695,230,2,299.43,4,1,1,411,6,At Risk
CUST5696,367,1,806.54,3,1,1,311,5,At Risk
CUST5697,551,1,3837.6800000000003,2,1,2,212,5,At Risk
CUST5700,19,2,600.75,5,1,1,511,7,Potential
CUST5701,87,3,386.65,5,2,1,521,8,Potential
CUST5702,298,2,203.51,3,1,1,311,5,At Risk
CUST5703,82,5,4481.78,5,3,2,532,10,Loyal
CUST5704,88,1,19.27,5,1,1,511,7,Potential
CUST5705,28,4,2695.52,5,2,2,522,9,Potential
CUST5707,258,2,1291.18,4,1,1,411,6,At Risk
CUST5708,148,1,246.7,4,1,1,411,6,At Risk
CUST5709,52,2,341.3,5,1,1,511,7,Potential
CUST5710,271,3,1313.45,4,2,1,421,7,Potential
CUST5711,594,1,461.12,1,1,1,111,3,At Risk
CUST5712,596,1,2443.6899999999996,1,1,2,112,4,At Risk
CUST5713,536,1,554.2199999999999,2,1,1,211,4,At Risk
CUST5714,43,3,2720.9500000000003,5,2,2,522,9,Potential
CUST5716,39,1,926.8299999999999,5,1,1,511,7,Potential
CUST5717,103,3,397.74,5,2,1,521,8,Potential
CUST5718,679,1,676.9499999999999,1,1,1,111,3,At Risk
CUST5719,405,4,4327.1,3,2,2,322,7,Potential
CUST5720,130,2,1265.2000000000003,5,1,1,511,7,Potential
CUST5721,64,6,3035.17,5,4,2,542,11,Loyal
CUST5722,444,2,594.29,2,1,1,211,4,At Risk
CUST5724,602,1,17.060000000000002,1,1,1,111,3,At Risk
CUST5725,46,5,838.9100000000001,5,3,1,531,9,Potential
CUST5727,277,1,91.38,4,1,1,411,6,At Risk
CUST5728,149,1,6.22,4,1,1,411,6,At Risk
CUST5729,99,3,7229.470000000001,5,2,4,524,11,Loyal
CUST5730,412,3,2984.79,3,2,2,322,7,Potential
CUST5731,152,1,1105.85,4,1,1,411,6,At Risk
CUST5732,379,1,304.0,3,1,1,311,5,At Risk
CUST5733,27,3,2561.1400000000003,5,2,2,522,9,Potential
CUST5735,366,2,241.82999999999998,3,1,1,311,5,At Risk
CUST5736,127,2,2020.7,5,1,1,511,7,Potential
CUST5737,245,2,1176.9099999999999,4,1,1,411,6,At Risk
CUST5738,410,1,437.47,3,1,1,311,5,At Risk
CUST5739,226,2,862.4,4,1,1,411,6,At Risk
CUST5740,127,1,87.61,5,1,1,511,7,Potential
CUST5741,634,1,603.27,1,1,1,111,3,At Risk
CUST5742,121,2,765.55,5,1,1,511,7,Potential
CUST5744,235,2,2170.82,4,1,1,411,6,At Risk
CUST5745,18,5,2862.91,5,3,2,532,10,Loyal
CUST5746,24,4,2502.57,5,2,2,522,9,Potential
CUST5747,61,3,3124.2400000000002,5,2,2,522,9,Potential
CUST5748,32,4,3665.1200000000003,5,2,2,522,9,Potential
CUST5749,71,4,3202.27,5,2,2,522,9,Potential
CUST5750,299,2,291.13,3,1,1,311,5,At Risk
CUST5751,243,2,1294.0,4,1,1,411,6,At Risk
CUST5752,611,1,280.87,1,1,1,111,3,At Risk
CUST5753,267,3,2977.6,4,2,2,422,8,Potential
CUST5755,65,2,341.40000000000003,5,1,1,511,7,Potential
CUST5756,146,2,341.13,5,1,1,511,7,Potential
CUST5757,123,2,554.64,5,1,1,511,7,Potential
CUST5758,32,3,1719.19,5,2,1,521,8,Potential
CUST5759,163,2,1530.25,4,1,1,411,6,At Risk
CUST5760,269,5,2398.79,4,3,2,432,9,Potential
CUST5761,342,2,963.54,3,1,1,311,5,At Risk
CUST5762,88,2,1566.08,5,1,1,511,7,Potential
CUST5763,326,4,2061.23,3,2,1,321,6,At Risk
CUST5765,631,1,69.26,1,1,1,111,3,At Risk
CUST5767,337,2,132.62,3,1,1,311,5,At Risk
CUST5768,59,2,1406.07,5,1,1,511,7,Potential
CUST5769,432,2,3954.58,3,1,2,312,6,At Risk
CUST5770,101,2,526.56,5,1,1,511,7,Potential
CUST5771,2,3,3161.8900000000003,5,2,2,522,9,Potential
CUST5772,567,1,1019.98,2,1,1,211,4,At Risk
CUST5773,265,3,1146.6499999999999,4,2,1,421,7,Potential
CUST5774,26,5,4466.92,5,3,2,532,10,Loyal
CUST5777,301,1,684.5,3,1,1,311,5,At Risk
CUST5778,187,2,194.2,4,1,1,411,6,At Risk
CUST5779,82,2,2066.86,5,1,1,511,7,Potential
CUST5780,225,4,2054.19,4,2,1,421,7,Potential
CUST5781,450,2,342.09999999999997,2,1,1,211,4,At Risk
CUST5782,30,4,3047.51,5,2,2,522,9,Potential
CUST5783,392,2,37.1,3,1,1,311,5,At Risk
CUST5784,135,5,3195.8199999999997,5,3,2,532,10,Loyal
CUST5785,274,3,4940.68,4,2,3,423,9,Potential
CUST5787,172,3,41.589999999999996,4,2,1,421,7,Potential
CUST5789,256,2,1373.45,4,1,1,411,6,At Risk
CUST5790,105,2,402.66999999999996,5,1,1,511,7,Potential
CUST5791,184,5,2366.98,4,3,2,432,9,Potential
CUST5792,285,3,2181.34,4,2,1,421,7,Potential
CUST5793,208,2,787.19,4,1,1,411,6,At Risk
CUST5794,61,2,408.59000000000003,5,1,1,511,7,Potential
CUST5795,256,3,1130.65,4,2,1,421,7,Potential
CUST5796,120,1,925.33,5,1,1,511,7,Potential
CUST5797,532,3,2201.5099999999998,2,2,1,221,5,At Risk
CUST5798,509,2,754.91,2,1,1,211,4,At Risk
CUST5799,7,2,1541.63,5,1,1,511,7,Potential
CUST5800,393,1,2823.9,3,1,2,312,6,At Risk
CUST5801,198,1,269.37,4,1,1,411,6,At Risk
CUST5802,317,3,2289.22,3,2,2,322,7,Potential
CUST5803,302,1,1884.4099999999999,3,1,1,311,5,At Risk
CUST5804,24,7,4813.4800000000005,5,4,3,543,12,Loyal
CUST5805,8,5,3466.16,5,3,2,532,10,Loyal
CUST5806,528,3,1764.63,2,2,1,221,5,At Risk
CUST5807,565,1,11.56,2,1,1,211,4,At Risk
CUST5808,225,2,147.06,4,1,1,411,6,At Risk
CUST5809,52,3,1296.29,5,2,1,521,8,Potential
CUST5810,187,1,37.69,4,1,1,411,6,At Risk
CUST5811,40,3,330.78999999999996,5,2,1,521,8,Potential
CUST5813,149,3,1219.23,4,2,1,421,7,Potential
CUST5814,137,1,946.0699999999999,5,1,1,511,7,Potential
CUST5815,63,3,499.7,5,2,1,521,8,Potential
CUST5816,143,2,196.7,5,1,1,511,7,Potential
CUST5817,423,1,1242.2399999999998,3,1,1,311,5,At Risk
CUST5818,309,2,39.39,3,1,1,311,5,At Risk
CUST5819,244,3,2184.15,4,2,1,421,7,Potential
CUST5820,67,2,4282.97,5,1,2,512,8,Potential
CUST5821,109,2,33.59,5,1,1,511,7,Potential
CUST5823,39,4,3529.07,5,2,2,522,9,Potential
CUST5824,58,5,3352.85,5,3,2,532,10,Loyal
CUST5825,542,2,350.85,2,1,1,211,4,At Risk
CUST5827,75,3,1224.42,5,2,1,521,8,Potential
CUST5828,461,1,151.62,2,1,1,211,4,At Risk
CUST5829,526,2,3455.28,2,1,2,212,5,At Risk
CUST5830,28,2,1512.02,5,1,1,511,7,Potential
CUST5831,137,2,380.62,5,1,1,511,7,Potential
CUST5832,187,3,1427.9499999999998,4,2,1,421,7,Potential
CUST5833,508,1,374.41,2,1,1,211,4,At Risk
CUST5834,568,1,14.16,2,1,1,211,4,At Risk
CUST5835,299,1,11.71,3,1,1,311,5,At Risk
CUST5836,396,1,823.16,3,1,1,311,5,At Risk
CUST5837,535,1,1187.99,2,1,1,211,4,At Risk
CUST5838,676,1,657.0899999999999,1,1,1,111,3,At Risk
CUST5839,269,6,4826.7,4,4,3,443,11,Loyal
CUST5840,98,3,807.65,5,2,1,521,8,Potential
CUST5841,65,3,520.7099999999999,5,2,1,521,8,Potential
CUST5843,80,1,1302.07,5,1,1,511,7,Potential
CUST5846,79,4,4974.42,5,2,3,523,10,Loyal
CUST5848,121,1,932.06,5,1,1,511,7,Potential
CUST5849,410,1,502.5,3,1,1,311,5,At Risk
CUST5850,653,1,55.02,1,1,1,111,3,At Risk
CUST5851,407,1,1820.67,3,1,1,311,5,At Risk
CUST5852,370,2,25.259999999999998,3,1,1,311,5,At Risk
CUST5853,101,2,514.04,5,1,1,511,7,Potential
CUST5854,263,2,63.849999999999994,4,1,1,411,6,At Risk
CUST5855,243,3,2065.42,4,2,1,421,7,Potential
CUST5857,118,2,42.11,5,1,1,511,7,Potential
CUST5858,440,1,10.91,2,1,1,211,4,At Risk
CUST5859,111,1,5.89,5,1,1,511,7,Potential
CUST5860,1,4,6053.66,5,2,3,523,10,Loyal
CUST5861,136,3,2491.3700000000003,5,2,2,522,9,Potential
CUST5862,660,2,566.64,1,1,1,111,3,At Risk
CUST5863,49,2,392.84999999999997,5,1,1,511,7,Potential
CUST5864,183,5,3610.1800000000003,4,3,2,432,9,Potential
CUST5865,402,3,1720.83,3,2,1,321,6,At Risk
CUST5866,322,1,40.83,3,1,1,311,5,At Risk
CUST5867,42,3,1268.1200000000001,5,2,1,521,8,Potential
CUST5868,413,1,13.52,3,1,1,311,5,At Risk
CUST5869,114,2,267.13,5,1,1,511,7,Potential
CUST5870,256,2,5750.08,4,1,3,413,8,Potential
CUST5872,401,2,1969.74,3,1,1,311,5,At Risk
CUST5873,132,5,2843.5099999999998,5,3,2,532,10,Loyal
CUST5874,642,1,297.28999999999996,1,1,1,111,3,At Risk
CUST5875,434,2,661.12,3,1,1,311,5,At Risk
CUST5876,228,1,324.05,4,1,1,411,6,At Risk
CUST5877,149,3,2283.38,4,2,2,422,8,Potential
CUST5878,341,1,44.67,3,1,1,311,5,At Risk
CUST5880,342,2,518.94,3,1,1,311,5,At Risk
CUST5881,49,2,686.6700000000001,5,1,1,511,7,Potential
CUST5882,61,3,3883.19,5,2,2,522,9,Potential
CUST5883,44,1,31.4,5,1,1,511,7,Potential
CUST5885,283,2,810.3399999999999,4,1,1,411,6,At Risk
CUST5886,252,4,3833.78,4,2,2,422,8,Potential
CUST5887,364,3,2290.39,3,2,2,322,7,Potential
CUST5888,244,1,291.1,4,1,1,411,6,At Risk
CUST5890,451,2,8079.4400000000005,2,1,4,214,7,Potential
CUST5891,386,3,1184.42,3,2,1,321,6,At Risk
CUST5892,501,1,520.5,2,1,1,211,4,At Risk
CUST5894,35,3,2412.8599999999997,5,2,2,522,9,Potential
CUST5895,7,3,1361.32,5,2,1,521,8,Potential
CUST5896,17,1,160.87,5,1,1,511,7,Potential
CUST5897,30,1,266.76,5,1,1,511,7,Potential
CUST5899,80,2,388.45,5,1,1,511,7,Potential
CUST5900,346,1,781.15,3,1,1,311,5,At Risk
CUST5901,415,3,3816.5,3,2,2,322,7,Potential
CUST5902,317,1,1959.1200000000001,3,1,1,311,5,At Risk
CUST5904,374,1,145.4,3,1,1,311,5,At Risk
CUST5906,544,2,121.88000000000001,2,1,1,211,4,At Risk
CUST5907,48,2,286.79,5,1,1,511,7,Potential
CUST5908,74,1,76.62,5,1,1,511,7,Potential
CUST5909,190,2,39.75,4,1,1,411,6,At Risk
CUST5912,127,1,335.46,5,1,1,511,7,Potential
CUST5914,24,2,2743.09,5,1,2,512,8,Potential
CUST5915,239,1,23.92,4,1,1,411,6,At Risk
CUST5916,24,4,751.1000000000001,5,2,1,521,8,Potential
CUST5917,47,3,974.4000000000001,5,2,1,521,8,Potential
CUST5919,216,1,82.44,4,1,1,411,6,At Risk
CUST5920,100,3,848.61,5,2,1,521,8,Potential
CUST5921,240,3,642.08,4,2,1,421,7,Potential
CUST5922,93,3,1372.17,5,2,1,521,8,Potential
CUST5923,135,1,240.4,5,1,1,511,7,Potential
CUST5924,477,2,532.4200000000001,2,1,1,211,4,At Risk
CUST5925,114,7,2579.63,5,4,2,542,11,Loyal
CUST5926,108,1,542.16,5,1,1,511,7,Potential
CUST5927,196,3,577.6,4,2,1,421,7,Potential
CUST5928,284,5,1873.27,4,3,1,431,8,Potential
CUST5929,2,3,2259.18,5,2,1,521,8,Potential
CUST5930,224,3,2953.68,4,2,2,422,8,Potential
CUST5931,5,2,339.57,5,1,1,511,7,Potential
CUST5932,597,1,1379.55,1,1,1,111,3,At Risk
CUST5933,196,2,1158.99,4,1,1,411,6,At Risk
CUST5934,13,1,1508.32,5,1,1,511,7,Potential
CUST5935,528,1,92.68,2,1,1,211,4,At Risk
CUST5936,107,3,1085.3,5,2,1,521,8,Potential
CUST5938,63,2,152.76,5,1,1,511,7,Potential
CUST5939,171,3,376.05,4,2,1,421,7,Potential
CUST5940,449,2,1274.4099999999999,2,1,1,211,4,At Risk
CUST5941,146,4,5169.68,5,2,3,523,10,Loyal
CUST5942,395,2,729.6500000000001,3,1,1,311,5,At Risk
CUST5943,30,4,2989.9900000000002,5,2,2,522,9,Potential
CUST5944,136,1,218.72,5,1,1,511,7,Potential
CUST5945,352,1,13.04,3,1,1,311,5,At Risk
CUST5946,406,3,179.34,3,2,1,321,6,At Risk
CUST5947,630,1,243.14,1,1,1,111,3,At Risk
CUST5948,145,3,1053.77,5,2,1,521,8,Potential
CUST5949,270,1,621.63,4,1,1,411,6,At Risk
CUST5950,156,3,3933.1,4,2,2,422,8,Potential
CUST5951,72,6,2211.98,5,4,1,541,10,Loyal
CUST5953,220,5,562.5699999999999,4,3,1,431,8,Potential
CUST5954,52,3,401.93,5,2,1,521,8,Potential
CUST5955,278,4,806.97,4,2,1,421,7,Potential
CUST5956,295,1,127.88,3,1,1,311,5,At Risk
CUST5957,85,1,582.65,5,1,1,511,7,Potential
CUST5958,186,2,190.69,4,1,1,411,6,At Risk
CUST5959,360,1,127.27,3,1,1,311,5,At Risk
CUST5960,114,1,507.39000000000004,5,1,1,511,7,Potential
CUST5963,577,1,383.69,2,1,1,211,4,At Risk
CUST5964,411,1,1195.87,3,1,1,311,5,At Risk
CUST5965,107,2,3060.24,5,1,2,512,8,Potential
CUST5968,529,1,794.9200000000001,2,1,1,211,4,At Risk
CUST5969,554,2,2122.0,2,1,1,211,4,At Risk
CUST5970,419,3,925.8800000000001,3,2,1,321,6,At Risk
CUST5971,272,6,2578.8599999999997,4,4,2,442,10,Loyal
CUST5972,159,1,695.61,4,1,1,411,6,At Risk
CUST5973,58,2,771.14,5,1,1,511,7,Potential
CUST5974,9,3,2146.71,5,2,1,521,8,Potential
CUST5975,469,1,245.53,2,1,1,211,4,At Risk
CUST5976,397,3,2923.46,3,2,2,322,7,Potential
CUST5978,91,2,768.7,5,1,1,511,7,Potential
CUST5979,248,2,63.05,4,1,1,411,6,At Risk
CUST5982,71,4,2649.47,5,2,2,522,9,Potential
CUST5983,242,4,2049.85,4,2,1,421,7,Potential
CUST5984,370,2,537.3199999999999,3,1,1,311,5,At Risk
CUST5985,23,1,801.0,5,1,1,511,7,Potential
CUST5986,59,1,951.4599999999999,5,1,1,511,7,Potential
CUST5988,24,4,1938.33,5,2,1,521,8,Potential
CUST5989,310,2,84.91999999999999,3,1,1,311,5,At Risk
CUST5990,472,1,3139.8799999999997,2,1,2,212,5,At Risk
CUST5991,94,3,1672.68,5,2,1,521,8,Potential
CUST5992,10,3,1533.49,5,2,1,521,8,Potential
CUST5993,352,3,2039.18,3,2,1,321,6,At Risk
CUST5994,356,1,360.82,3,1,1,311,5,At Risk
CUST5995,153,3,1275.79,4,2,1,421,7,Potential
CUST5996,516,1,113.54,2,1,1,211,4,At Risk
CUST5997,1,2,1898.24,5,1,1,511,7,Potential
CUST5998,585,2,1717.46,2,1,1,211,4,At Risk
CUST5999,222,1,2.6,4,1,1,411,6,At Risk
CUST6000,150,1,1905.42,4,1,1,411,6,At Risk
CUST6001,115,2,662.92,5,1,1,511,7,Potential
CUST6003,507,1,324.83000000000004,2,1,1,211,4,At Risk
CUST6004,220,2,1492.54,4,1,1,411,6,At Risk
CUST6005,140,1,322.28,5,1,1,511,7,Potential
CUST6007,83,3,2013.61,5,2,1,521,8,Potential
CUST6008,67,4,1978.17,5,2,1,521,8,Potential
CUST6009,464,2,230.32,2,1,1,211,4,At Risk
CUST6010,367,2,2680.53,3,1,2,312,6,At Risk
CUST6011,117,2,1288.68,5,1,1,511,7,Potential
CUST6013,430,1,203.19,3,1,1,311,5,At Risk
CUST6014,209,3,667.83,4,2,1,421,7,Potential
CUST6016,182,1,1692.69,4,1,1,411,6,At Risk
CUST6017,546,1,205.99,2,1,1,211,4,At Risk
CUST6018,33,3,1138.57,5,2,1,521,8,Potential
CUST6020,197,5,6921.91,4,3,4,434,11,Loyal
CUST6021,464,2,1095.3,2,1,1,211,4,At Risk
CUST6022,34,3,3729.58,5,2,2,522,9,Potential
CUST6023,299,1,19.74,3,1,1,311,5,At Risk
CUST6024,57,3,316.45000000000005,5,2,1,521,8,Potential
CUST6025,437,1,349.07,3,1,1,311,5,At Risk
CUST6026,67,2,2067.96,5,1,1,511,7,Potential
CUST6027,8,3,391.01,5,2,1,521,8,Potential
CUST6028,315,1,191.02999999999997,3,1,1,311,5,At Risk
CUST6030,415,3,1370.28,3,2,1,321,6,At Risk
CUST6031,285,1,399.28,4,1,1,411,6,At Risk
CUST6032,355,1,3485.2400000000002,3,1,2,312,6,At Risk
CUST6033,12,4,1946.72,5,2,1,521,8,Potential
CUST6035,408,3,850.7399999999999,3,2,1,321,6,At Risk
CUST6037,298,2,4120.12,3,1,2,312,6,At Risk
CUST6038,12,4,4566.52,5,2,3,523,10,Loyal
CUST6039,4,2,314.03000000000003,5,1,1,511,7,Potential
CUST6040,602,1,131.52,1,1,1,111,3,At Risk
CUST6041,29,2,923.11,5,1,1,511,7,Potential
CUST6043,491,2,827.11,2,1,1,211,4,At Risk
CUST6044,360,4,433.79999999999995,3,2,1,321,6,At Risk
CUST6045,271,1,153.18,4,1,1,411,6,At Risk
CUST6046,92,1,7.54,5,1,1,511,7,Potential
CUST6047,355,1,532.3399999999999,3,1,1,311,5,At Risk
CUST6048,27,5,5020.41,5,3,3,533,11,Loyal
CUST6049,423,1,17.03,3,1,1,311,5,At Risk
CUST6051,40,3,242.21,5,2,1,521,8,Potential
CUST6052,566,1,2677.21,2,1,2,212,5,At Risk
CUST6053,477,2,528.54,2,1,1,211,4,At Risk
CUST6055,351,2,1393.3899999999999,3,1,1,311,5,At Risk
CUST6056,6,3,451.05,5,2,1,521,8,Potential
CUST6057,138,3,4615.32,5,2,3,523,10,Loyal
CUST6059,86,3,915.62,5,2,1,521,8,Potential
CUST6060,195,2,462.98,4,1,1,411,6,At Risk
CUST6061,168,3,2091.84,4,2,1,421,7,Potential
CUST6062,11,3,1064.64,5,2,1,521,8,Potential
CUST6063,466,3,2274.9,2,2,2,222,6,At Risk
CUST6064,74,2,956.3,5,1,1,511,7,Potential
CUST6065,229,4,2554.74,4,2,2,422,8,Potential
CUST6066,262,2,777.8299999999999,4,1,1,411,6,At Risk
CUST6067,2,1,131.74,5,1,1,511,7,Potential
CUST6068,192,3,775.93,4,2,1,421,7,Potential
CUST6069,120,1,365.27,5,1,1,511,7,Potential
CUST6070,387,1,756.44,3,1,1,311,5,At Risk
CUST6072,496,1,533.95,2,1,1,211,4,At Risk
CUST6073,17,5,990.18,5,3,1,531,9,Potential
CUST6074,249,1,1107.47,4,1,1,411,6,At Risk
CUST6075,334,2,1122.74,3,1,1,311,5,At Risk
CUST6076,196,2,82.28,4,1,1,411,6,At Risk
CUST6077,23,2,1461.53,5,1,1,511,7,Potential
CUST6078,34,3,4865.45,5,2,3,523,10,Loyal
CUST6080,150,4,987.52,4,2,1,421,7,Potential
CUST6081,59,1,397.19,5,1,1,511,7,Potential
CUST6082,675,1,1080.11,1,1,1,111,3,At Risk
CUST6083,354,1,10.36,3,1,1,311,5,At Risk
CUST6084,15,2,274.28,5,1,1,511,7,Potential
CUST6085,297,3,1493.0,3,2,1,321,6,At Risk
CUST6086,576,1,935.8,2,1,1,211,4,At Risk
CUST6087,392,1,2327.9,3,1,2,312,6,At Risk
CUST6088,140,3,3575.4900000000002,5,2,2,522,9,Potential
CUST6089,263,3,4347.49,4,2,2,422,8,Potential
CUST6090,132,3,4537.35,5,2,3,523,10,Loyal
CUST6091,168,4,1616.73,4,2,1,421,7,Potential
CUST6092,523,1,184.75,2,1,1,211,4,At Risk
CUST6093,696,1,2229.35,1,1,1,111,3,At Risk
CUST6094,221,3,424.24,4,2,1,421,7,Potential
CUST6095,61,3,2279.07,5,2,2,522,9,Potential
CUST6097,320,1,524.86,3,1,1,311,5,At Risk
CUST6098,337,2,1407.78,3,1,1,311,5,At Risk
CUST6099,266,2,982.32,4,1,1,411,6,At Risk
CUST6100,159,2,1166.3799999999999,4,1,1,411,6,At Risk
CUST6101,263,2,58.31,4,1,1,411,6,At Risk
CUST6102,7,4,562.59,5,2,1,521,8,Potential
CUST6103,330,3,211.69,3,2,1,321,6,At Risk
CUST6104,59,2,923.26,5,1,1,511,7,Potential
CUST6105,407,1,584.4,3,1,1,311,5,At Risk
CUST6106,491,1,9.96,2,1,1,211,4,At Risk
CUST6107,40,3,7500.64,5,2,4,524,11,Loyal
CUST6109,171,2,195.51,4,1,1,411,6,At Risk
CUST6110,614,2,126.58000000000001,1,1,1,111,3,At Risk
CUST6112,394,1,81.48,3,1,1,311,5,At Risk
CUST6113,392,1,31.76,3,1,1,311,5,At Risk
CUST6114,5,4,2950.95,5,2,2,522,9,Potential
CUST6115,403,1,38.580000000000005,3,1,1,311,5,At Risk
CUST6117,510,3,549.38,2,2,1,221,5,At Risk
CUST6118,33,1,467.55999999999995,5,1,1,511,7,Potential
CUST6120,153,3,3191.54,4,2,2,422,8,Potential
CUST6121,373,1,274.66,3,1,1,311,5,At Risk
CUST6122,115,3,3849.5,5,2,2,522,9,Potential
CUST6123,36,2,206.23,5,1,1,511,7,Potential
CUST6124,235,1,186.4,4,1,1,411,6,At Risk
CUST6125,30,4,1718.75,5,2,1,521,8,Potential
CUST6126,25,3,4164.679999999999,5,2,2,522,9,Potential
CUST6128,281,2,481.09,4,1,1,411,6,At Risk
CUST6129,254,3,708.07,4,2,1,421,7,Potential
CUST6132,546,2,539.9300000000001,2,1,1,211,4,At Risk
CUST6133,109,3,1956.15,5,2,1,521,8,Potential
CUST6134,119,4,263.29,5,2,1,521,8,Potential
CUST6135,24,3,149.69,5,2,1,521,8,Potential
CUST6136,210,3,1994.34,4,2,1,421,7,Potential
CUST6137,203,6,10456.27,4,4,5,445,13,Champions
CUST6138,264,2,1487.0600000000002,4,1,1,411,6,At Risk
CUST6139,307,3,1354.67,3,2,1,321,6,At Risk
CUST6140,374,2,1054.54,3,1,1,311,5,At Risk
CUST6141,94,3,649.76,5,2,1,521,8,Potential
CUST6142,64,2,474.03,5,1,1,511,7,Potential
CUST6143,205,3,2891.2999999999997,4,2,2,422,8,Potential
CUST6144,373,1,310.89,3,1,1,311,5,At Risk
CUST6145,411,3,859.0699999999999,3,2,1,321,6,At Risk
CUST6146,387,1,14.28,3,1,1,311,5,At Risk
CUST6148,413,1,1377.62,3,1,1,311,5,At Risk
CUST6149,320,2,1147.8600000000001,3,1,1,311,5,At Risk
CUST6150,368,1,417.09,3,1,1,311,5,At Risk
CUST6151,696,1,86.68,1,1,1,111,3,At Risk
CUST6152,48,2,4625.37,5,1,3,513,9,Potential
CUST6154,267,2,595.49,4,1,1,411,6,At Risk
CUST6156,6,1,498.79999999999995,5,1,1,511,7,Potential
CUST6157,281,1,1329.6699999999998,4,1,1,411,6,At Risk
CUST6158,70,2,157.61,5,1,1,511,7,Potential
CUST6159,250,3,4380.67,4,2,2,422,8,Potential
CUST6160,456,2,2731.37,2,1,2,212,5,At Risk
CUST6161,20,2,1097.86,5,1,1,511,7,Potential
CUST6162,429,1,433.79,3,1,1,311,5,At Risk
CUST6163,7,2,2359.48,5,1,2,512,8,Potential
CUST6164,386,2,1414.0,3,1,1,311,5,At Risk
CUST6165,43,4,946.24,5,2,1,521,8,Potential
CUST6167,287,4,561.4,4,2,1,421,7,Potential
CUST6168,707,1,144.79,1,1,1,111,3,At Risk
CUST6169,13,3,1407.6899999999998,5,2,1,521,8,Potential
CUST6170,412,3,2174.4,3,2,1,321,6,At Risk
CUST6171,45,3,1554.25,5,2,1,521,8,Potential
CUST6172,489,1,199.22,2,1,1,211,4,At Risk
CUST6173,99,4,872.63,5,2,1,521,8,Potential
CUST6174,315,4,1160.09,3,2,1,321,6,At Risk
CUST6178,533,2,1248.56,2,1,1,211,4,At Risk
CUST6179,85,4,590.94,5,2,1,521,8,Potential
CUST6180,273,3,3374.02,4,2,2,422,8,Potential
CUST6181,453,2,2909.37,2,1,2,212,5,At Risk
CUST6184,296,3,1455.08,3,2,1,321,6,At Risk
CUST6185,67,2,922.89,5,1,1,511,7,Potential
CUST6186,115,3,3018.24,5,2,2,522,9,Potential
CUST6188,89,2,3020.28,5,1,2,512,8,Potential
CUST6189,61,2,4226.32,5,1,2,512,8,Potential
CUST6190,681,1,97.37,1,1,1,111,3,At Risk
CUST6191,130,2,1953.81,5,1,1,511,7,Potential
CUST6192,689,1,3889.25,1,1,2,112,4,At Risk
CUST6193,69,3,819.82,5,2,1,521,8,Potential
CUST6195,79,2,3494.1,5,1,2,512,8,Potential
CUST6196,564,2,30.66,2,1,1,211,4,At Risk
CUST6197,5,1,86.28999999999999,5,1,1,511,7,Potential
CUST6198,337,2,832.73,3,1,1,311,5,At Risk
CUST6199,113,2,699.9000000000001,5,1,1,511,7,Potential
CUST6200,73,1,214.76,5,1,1,511,7,Potential
CUST6202,73,3,1819.96,5,2,1,521,8,Potential
CUST6203,94,1,32.63,5,1,1,511,7,Potential
CUST6204,441,3,661.15,2,2,1,221,5,At Risk
CUST6206,78,2,1687.78,5,1,1,511,7,Potential
CUST6207,145,2,3105.79,5,1,2,512,8,Potential
CUST6208,414,1,1208.23,3,1,1,311,5,At Risk
CUST6211,8,3,1799.0800000000002,5,2,1,521,8,Potential
CUST6212,32,4,4060.81,5,2,2,522,9,Potential
CUST6213,151,3,811.3599999999999,4,2,1,421,7,Potential
CUST6214,170,2,162.4,4,1,1,411,6,At Risk
CUST6217,46,2,522.22,5,1,1,511,7,Potential
CUST6218,137,1,1556.35,5,1,1,511,7,Potential
CUST6219,3,3,3627.0499999999997,5,2,2,522,9,Potential
CUST6220,602,2,75.51,1,1,1,111,3,At Risk
CUST6222,29,2,1809.4799999999998,5,1,1,511,7,Potential
CUST6223,449,2,239.84,2,1,1,211,4,At Risk
CUST6224,245,2,261.14,4,1,1,411,6,At Risk
CUST6225,258,2,1528.07,4,1,1,411,6,At Risk
CUST6226,30,5,2366.29,5,3,2,532,10,Loyal
CUST6228,47,3,1159.8200000000002,5,2,1,521,8,Potential
CUST6229,215,2,1518.3100000000002,4,1,1,411,6,At Risk
CUST6230,233,3,4903.6900000000005,4,2,3,423,9,Potential
CUST6231,324,2,5283.469999999999,3,1,3,313,7,Potential
CUST6232,252,2,701.07,4,1,1,411,6,At Risk
CUST6233,312,2,1383.32,3,1,1,311,5,At Risk
CUST6234,101,1,519.76,5,1,1,511,7,Potential
CUST6235,209,2,1525.43,4,1,1,411,6,At Risk
CUST6236,87,2,1055.34,5,1,1,511,7,Potential
CUST6237,203,2,1343.46,4,1,1,411,6,At Risk
CUST6238,396,4,743.4300000000001,3,2,1,321,6,At Risk
CUST6239,160,2,1191.54,4,1,1,411,6,At Risk
CUST6242,485,1,220.79,2,1,1,211,4,At Risk
CUST6243,453,1,676.57,2,1,1,211,4,At Risk
